index,comment_count,day_of_week,likes_followers_ratio,tags_value,object1,object1_l,object1_t,object1_r,object1_b,object2,object2_l,object2_t,object2_r,object2_b,object3,object3_l,object3_t,object3_r,object3_b,hour
1134,3,4,0.007440945,0,48,0,0,0.23,0.389,48,0.221,0.006,0.584,0.352,60,0,0.031,1,1,9
1135,8,3,0.008228346,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1136,7,3,0.008110236,0,0,0.151,0,0.959,0.985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1137,1,3,0.006220472,73901096,56,0.371,0.571,0.745,0.991,56,0.723,0.524,0.995,0.928,39,0.391,0.431,0.427,0.524,8
1138,8,2,0.009251969,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1139,8,2,0.011732283,0,0,0.387,0.033,0.635,0.947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1140,4,2,0.009291339,0,0,0.492,0.391,0.645,0.9,14,0.214,0.462,0.291,0.481,-1,-1,-1,-1,-1,9
1141,5,1,0.011259843,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1142,7,7,0.011220472,0,0,0.516,0.518,0.613,0.943,0,0.317,0.475,0.407,0.667,0,0.475,0.448,0.549,0.631,14
1143,3,6,0.009094488,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1144,1,5,0.008661417,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1145,7,4,0.010669291,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1146,3,4,0.005393701,0,0,0.246,0.526,0.429,0.995,0,0.369,0.466,0.518,0.864,-1,-1,-1,-1,-1,11
1147,2,4,0.007125984,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1148,9,3,0.007834646,0,55,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1149,1,3,0.011456693,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1150,1,3,0.009488189,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1151,1,3,0.007480315,0,0,0.074,0.397,0.21,0.893,0,0.137,0.282,0.536,1,0,0.459,0.294,0.77,1,9
1152,3,2,0.008858268,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1153,16,2,0.012874016,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1154,3,1,0.008661417,0,0,0.424,0.426,0.645,1,2,0.686,0.464,0.796,0.573,7,0.162,0.423,0.301,0.596,20
1155,1,1,0.008937008,0,60,0.139,0.792,0.661,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1156,33,7,0.015393701,0,0,0.05,0,0.849,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1157,1,5,0.006377953,0,16,0.522,0.703,0.616,0.863,4,0.254,0.639,0.508,0.741,6,0.035,0.364,0.939,0.746,17
1158,15,4,0.011141732,0,0,0.367,0.306,0.535,0.903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1159,2,3,0.006811024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1160,4,2,0.014330709,0,2,0.301,0.838,0.35,0.891,2,0.57,0.836,0.714,0.927,2,0.806,0.853,0.872,0.896,18
1161,1,2,0.006377953,0,11,0.033,0.055,0.763,0.936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1162,8,1,0.010551181,0,0,0.848,0.35,0.932,0.423,0,0.755,0.375,0.846,0.447,0,0.543,0.338,0.757,0.469,20
1163,26,1,0.02015748,0,0,0.572,0.601,0.718,0.992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1164,1,1,0.008858268,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1165,0,1,0.006023622,0,41,0.172,0.331,0.83,0.904,60,0.057,0.047,0.924,0.962,-1,-1,-1,-1,-1,8
1166,8,7,0.011023622,0,0,0.205,0.104,0.803,0.998,13,0.005,0.559,0.995,0.96,-1,-1,-1,-1,-1,18
1167,2,7,0.009724409,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
1168,3,6,0.009212598,0,59,0,0.412,1,0.899,0,0.448,0.442,0.48,0.472,-1,-1,-1,-1,-1,10
1169,2,5,0.008976378,0,14,0.694,0.629,0.718,0.637,0,0.631,0.611,0.691,0.696,-1,-1,-1,-1,-1,19
1170,2,5,0.006220472,0,0,0.757,0.646,0.842,0.889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1171,1,4,0.011377953,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1172,2,4,0.01019685,0,0,0.429,0.466,0.534,0.885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1173,2,4,0.006732283,0,0,0.352,0.253,0.677,0.974,0,0.299,0.217,0.462,0.582,0,0.07,0.225,0.294,0.982,15
1174,3,3,0.007244094,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1175,3,2,0.009291339,0,0,0.141,0,0.752,0.978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1176,3,2,0.008503937,0,0,0.389,0.642,0.483,0.981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1177,18,1,0.007559055,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1178,2,1,0.006968504,0,0,0.149,0,0.947,0.995,55,0.35,0.558,0.651,0.99,-1,-1,-1,-1,-1,17
1179,8,1,0.011023622,0,0,0.419,0,0.695,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1180,0,7,0.006181102,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1181,3,7,0.011417323,0,0,0.175,0.576,0.213,0.652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1182,5,6,0.007125984,0,0,0.447,0.693,0.51,0.962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1183,0,6,0.006929134,0,0,0.09,0.467,0.811,0.993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1184,7,5,0.008385827,0,60,0,0,0.979,1,45,0.046,0.033,0.94,0.662,-1,-1,-1,-1,-1,10
1185,3,5,0.007874016,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1186,2,4,0.007834646,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1187,5,3,0.006417323,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1188,14,3,0.006653543,0,0,0.374,0.313,0.589,0.957,26,0.523,0.417,0.614,0.722,-1,-1,-1,-1,-1,10
1189,12,2,0.011259843,0,0,0.267,0.141,0.454,1,2,0.783,0.596,0.833,0.625,2,0.043,0.458,0.11,0.493,21
1190,4,2,0.01003937,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1191,6,2,0.006574803,0,0,0.264,0.223,0.733,0.876,0,0.653,0.185,1,0.885,0,0.016,0.11,0.438,0.895,10
1192,3,1,0.007125984,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1193,2,1,0.003740157,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
1194,2,1,0.006062992,0,0,0.455,0.437,0.639,0.794,13,0.11,0.599,0.898,0.903,-1,-1,-1,-1,-1,9
1195,1,7,0.007440945,0,59,0.081,0.182,0.991,0.904,0,0.042,0.111,0.753,0.876,16,0.33,0.207,0.969,0.775,11
1196,7,5,0.006417323,0,0,0.482,0.346,0.945,0.969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1197,6,5,0.006929134,0,45,0.057,0.302,0.487,0.723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1198,8,4,0.00488189,0,0,0.203,0.038,0.999,0.957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1199,2,4,0.005551181,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1200,13,3,0.012086614,0,0,0.388,0.183,0.619,0.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1201,13,2,0.009055118,0,0,0.14,0.235,0.514,1,2,0.091,0.64,0.164,0.671,56,0.58,0.573,0.763,0.963,19
1202,3,2,0.007322835,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1203,6,2,0.007913386,0,0,0.739,0.101,0.97,0.969,2,0.429,0.608,0.501,0.647,2,0.387,0.588,0.446,0.625,10
1204,2,1,0.005,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1205,7,1,0.008110236,0,2,0.045,0.672,0.218,0.82,0,0.462,0.591,0.607,0.999,2,0.05,0.667,0.101,0.722,20
1206,0,1,0.008858268,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1207,0,1,0.008622047,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
1208,7,7,0.007007874,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1209,0,6,0.009645669,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1210,2,6,0.007362205,0,0,0.298,0.296,0.632,0.928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1211,2,6,0.008503937,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1212,4,5,0.008110236,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1213,7,5,0.00511811,0,75,0.217,0,0.578,0.989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1214,11,4,0.008622047,0,0,0.015,0.017,0.892,0.976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1215,3,4,0.007795276,0,0,0.548,0.374,0.702,0.817,0,0.907,0.414,0.95,0.506,0,0.205,0.416,0.227,0.468,18
1216,3,4,0.006653543,0,41,0,0.203,0.512,0.833,41,0.525,0.169,0.981,0.75,60,0,0.066,1,0.921,10
1217,4,2,0.008779528,0,0,0.154,0.501,0.257,0.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1218,4,2,0.007204724,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1219,0,2,0.006889764,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1220,3,2,0.007362205,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1221,3,1,0.006141732,0,0,0.78,0.572,0.961,0.98,2,0.346,0.574,0.529,0.643,0,0.566,0.584,0.596,0.639,20
1222,9,1,0.007165354,0,2,0.209,0.347,0.789,0.959,0,0.276,0.129,0.72,0.969,-1,-1,-1,-1,-1,18
1223,3,1,0.00515748,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1224,4,1,0.005511811,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1225,0,7,0.00523622,0,0,0.298,0.192,0.714,0.914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1226,1,7,0.008425197,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1227,1,6,0.00976378,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1228,5,6,0.005511811,0,0,0,0.273,0.505,0.89,0,0.395,0.303,0.928,0.892,0,0.853,0.518,0.867,0.556,10
1229,7,5,0.010590551,0,2,0.577,0.497,0.857,0.644,2,0.805,0.483,1,0.594,0,0.296,0.484,0.504,1,20
1230,0,5,0.005551181,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1231,16,4,0.011023622,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1232,1,3,0.004685039,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1233,3,3,0.011811024,0,0,0.308,0.497,0.686,0.993,2,0.764,0.503,0.853,0.536,2,0.573,0.505,0.651,0.54,19
1234,1,3,0.007401575,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1235,7,2,0.009015748,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1236,16,1,0.013740157,0,0,0.33,0,0.68,0.976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1237,4,1,0.00980315,0,0,0.01,0.174,0.561,0.835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1238,7,1,0.007598425,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1239,3,7,0.007952756,0,0,0.411,0.419,0.589,0.935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1240,3,6,0.009173228,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1241,9,6,0.007913386,0,0,0.101,0,0.801,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1242,9,6,0.011141732,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1243,7,5,0.009015748,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1244,1,4,0.006220472,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1245,10,3,0.01007874,0,57,0.036,0.147,0.957,0.763,59,0,0.255,1,0.936,-1,-1,-1,-1,-1,13
1246,9,2,0.01,0,0,0.002,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1247,1,2,0.010708661,0,0,0.539,0.378,0.81,0.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1248,2,2,0.008228346,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1249,6,1,0.008110236,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1250,6,1,0.008425197,0,0,0.378,0.237,0.649,0.974,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1251,12,7,0.009212598,0,0,0.122,0.191,0.322,0.98,2,0,0.41,0.16,0.565,7,0.07,0.261,1,0.941,21
1252,4,7,0.007559055,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1253,3,6,0.008346457,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1254,6,5,0.010393701,0,0,0.333,0.035,0.641,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1255,19,5,0.009724409,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
1256,4,5,0.009055118,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1257,17,5,0.008307087,0,0,0.426,0.138,0.646,0.999,49,0.232,0.122,0.263,0.154,-1,-1,-1,-1,-1,10
1258,8,4,0.009606299,0,0,0.577,0.183,0.761,0.805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1259,13,4,0.012244094,0,0,0.34,0,0.67,1,67,0.479,0.026,0.539,0.115,-1,-1,-1,-1,-1,20
1260,4,3,0.005984252,0,36,0.094,0.255,0.905,0.966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1261,4,3,0.005629921,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
1262,1,3,0.007440945,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1263,6,3,0.008070866,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1264,13,2,0.007322835,0,58,0.016,0.008,0.559,0.553,56,0.654,0.92,0.973,1,59,0,0.357,0.934,0.967,19
1265,8,2,0.007204724,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1266,5,2,0.008661417,0,0,0.696,0.206,0.946,0.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1267,6,2,0.008700787,0,0,0.053,0.233,0.721,0.997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1268,8,1,0.01011811,0,0,0.422,0.54,0.548,0.896,2,0.574,0.574,0.596,0.596,-1,-1,-1,-1,-1,20
1269,4,1,0.008740157,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1270,2,1,0.006299213,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1271,3,7,0.010433071,0,0,0.524,0.164,0.863,0.846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1272,3,7,0.01007874,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1273,7,7,0.011929134,0,0,0.37,0.147,0.626,0.965,58,0.097,0.249,0.192,0.424,58,0.172,0.256,0.268,0.387,15
1274,2,7,0.004606299,0,16,0.382,0.124,0.692,0.575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1275,6,6,0.012086614,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1276,4,6,0.007165354,0,0,0.349,0.327,0.57,0.953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1277,3,5,0.005314961,0,41,0.135,0.124,0.774,0.889,60,0.123,0.15,0.954,0.942,-1,-1,-1,-1,-1,15
1278,2,5,0.008110236,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1279,2,5,0.008188976,0,0,0.43,0.541,0.593,0.766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1280,3,3,0.006692913,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1281,6,3,0.006259843,0,0,0.341,0.075,0.647,0.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1282,1,3,0.005511811,0,41,0.586,0.435,0.952,0.814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1283,2,2,0.009606299,0,14,0.63,0.659,0.666,0.68,14,0.431,0.676,0.446,0.69,14,0.684,0.635,0.703,0.642,23
1284,3,2,0.006811024,0,16,0.053,0,0.741,0.965,16,0.539,0,0.988,0.804,-1,-1,-1,-1,-1,21
1285,5,2,0.006771654,0,39,0.819,0.256,0.884,0.612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1286,29,2,0.009330709,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1287,6,1,0.012362205,0,0,0.375,0.246,0.559,0.948,2,0.773,0.323,0.833,0.54,-1,-1,-1,-1,-1,20
1288,6,1,0.01007874,0,0,0.498,0.418,0.708,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1289,9,1,0.007283465,0,45,0.121,0.028,0.601,0.518,60,0.007,0.07,0.98,1,-1,-1,-1,-1,-1,14
1290,14,1,0.008070866,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1291,1,7,0.009015748,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1292,1,7,0.007401575,0,0,0.783,0.506,0.864,0.726,0,0.705,0.505,0.789,0.643,0,0.451,0.523,0.683,0.973,16
1293,6,7,0.008622047,0,0,0.473,0.321,0.699,0.75,73,0.347,0.297,0.425,0.323,73,0.201,0.285,0.281,0.311,14
1294,2,7,0.009173228,0,41,0.043,0.028,0.525,0.517,41,0.52,0.235,0.895,0.63,-1,-1,-1,-1,-1,10
1295,2,6,0.007204724,0,0,0,0.149,0.813,0.85,0,0.052,0.441,0.629,0.878,-1,-1,-1,-1,-1,19
1296,4,6,0.008385827,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1297,6,5,0.01011811,0,0,0.068,0.302,0.275,0.89,2,0.018,0.396,0.072,0.431,7,0.246,0.256,0.752,0.51,17
1298,2,5,0.006850394,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1299,0,4,0.007125984,0,0,0.712,0.417,0.84,0.969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1300,2,2,0.013976378,0,2,0.682,0.927,0.824,0.996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1301,7,2,0.009606299,0,2,0.122,0.545,0.231,0.621,0,0.69,0.483,0.86,0.971,2,0.453,0.536,0.505,0.572,18
1302,4,1,0.006732283,0,0,0.415,0.345,0.562,0.986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1303,5,1,0.008464567,4438,9,0.518,0.551,0.564,0.645,9,0.088,0.835,0.126,0.917,9,0.072,0.944,0.093,0.97,15
1304,24,1,0.012165354,123500,0,0.083,0.072,0.908,0.985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1305,4,7,0.007913386,11300000,0,0.291,0.534,0.481,0.986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1306,3,5,0.006850394,0,0,0.387,0.804,0.611,1,16,0.454,0.392,0.689,0.743,-1,-1,-1,-1,-1,17
1307,4,5,0.006141732,0,0,0.447,0.248,0.86,0.752,0,0.162,0.301,0.54,0.684,27,0.571,0.434,0.607,0.525,12
1308,2,4,0.007755906,0,0,0.253,0.195,0.769,0.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1309,3,3,0.010944882,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1310,6,3,0.007795276,3500000,0,0.481,0.377,0.759,0.997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1311,6,2,0.008110236,7184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1312,0,1,0.005354331,0,0,0,0.371,0.12,0.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1313,1,1,0.011220472,3500000,0,0.242,0.282,0.461,0.938,0,0.622,0.43,0.684,0.642,0,0.674,0.377,0.774,0.688,18
1314,2,1,0.006692913,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1315,5,1,0.009212598,0,0,0,0.152,1,0.948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1316,0,7,0.006062992,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1317,10,7,0.011811024,2603500,26,0.615,0.292,0.775,0.822,26,0.618,0.512,0.773,0.725,0,0.584,0.255,0.772,0.949,20
1318,7,7,0.00976378,4953541,0,0.092,0.122,0.679,0.872,13,0.144,0.194,0.739,0.905,-1,-1,-1,-1,-1,18
1319,5,7,0.008897638,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1320,0,6,0.005393701,0,0,0.704,0.843,0.724,0.903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23
1321,2,6,0.007440945,11290800,0,0.56,0.165,0.711,0.445,0,0.312,0.101,0.364,0.21,0,0.24,0.109,0.308,0.212,20
1322,4,6,0.005511811,500000,16,0.223,0.211,0.78,0.795,0,0.432,0.008,0.675,0.342,0,0.1,0.002,0.373,0.09,17
1323,3,6,0.007795276,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1324,4,5,0.007952756,0,0,0,0.064,0.983,1,41,0.356,0.026,0.893,0.641,-1,-1,-1,-1,-1,12
1325,4,4,0.006062992,0,0,0,0.594,0.089,0.897,0,0.52,0.725,0.811,0.994,0,0.16,0.611,0.227,0.835,21
1326,4,4,0.008661417,0,50,0.669,0.386,0.792,0.491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1327,3,4,0.005551181,0,0,0.43,0.031,0.992,0.871,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
1328,3,4,0.006850394,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
1329,5,3,0.006141732,0,0,0.14,0.371,0.854,0.979,0,0,0.35,0.257,0.855,0,0.24,0.447,0.321,0.592,20
1330,10,3,0.010354331,0,0,0.373,0.279,0.596,0.928,24,0.412,0.355,0.56,0.519,-1,-1,-1,-1,-1,18
1331,0,3,0.007244094,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1332,52,3,0.019645669,0,0,0.079,0.05,0.398,0.305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1333,1,2,0.007480315,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1334,0,2,0.006811024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1335,7,2,0.006141732,0,0,0.45,0.115,0.838,0.984,0,0.249,0.205,0.297,0.344,0,0.088,0.182,0.139,0.325,9
1336,14,1,0.011771654,0,0,0.158,0.654,0.735,0.987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1337,3,1,0.008110236,0,0,0.343,0.588,0.483,0.977,2,0.653,0.566,0.709,0.613,-1,-1,-1,-1,-1,18
1338,2,1,0.005944882,0,0,0.387,0.749,0.464,0.979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1339,7,1,0.007598425,0,0,0.107,0,0.804,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1340,3,7,0.011259843,0,0,0.641,0.359,0.776,0.808,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1341,1,7,0.00988189,0,0,0.446,0.667,0.492,0.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1342,2,7,0.005866142,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1343,4,6,0.01007874,0,0,0.039,0.544,0.191,0.672,0,0.699,0.746,0.709,0.77,8,0.793,0.608,0.821,0.617,20
1344,2,6,0.006062992,0,0,0.128,0.065,0.484,0.935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1345,2,6,0.006456693,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1346,5,5,0.009409449,0,0,0.309,0.408,0.477,0.971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1347,8,5,0.013149606,0,0,0.087,0.003,0.929,0.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
